transaction_id,customer_id,account_id,card_id,device_id,merchant_id,beneficiary_id,amount,currency,location,timestamp,payment_method,is_fraud,attack_id
TX66722C3CEB,C0084,A0084,CARD0084,D00121,M0134,,319.64,INR,Ahmedabad,2026-06-18T21:01:44,card,False,
TX398CB24FB2,C0014,A0014,CARD0014,D00022,M0091,,1568.27,INR,Hyderabad,2026-06-18T21:01:50,card,False,
TXE3BF56F2B9,C0055,A0055,CARD0055,D00080,M0039,B0106,562.71,INR,Bangalore,2026-06-18T21:03:05,card,False,
TX3784502323,C0267,A0267,CARD0267,D00400,M0008,,1774.55,INR,Hyderabad,2026-06-18T21:03:32,card,False,
TX3FB9353D6B,C0274,A0274,CARD0274,D00410,M0096,B0130,634.15,INR,Hyderabad,2026-06-18T21:06:48,upi,False,
TX1B7218C546,C0089,A0089,CARD0089,D00129,M0079,,1347.73,INR,Mumbai,2026-06-18T21:13:02,upi,False,
TXCDBC7D6ABD,C0059,A0059,CARD0059,D00085,M0094,,651.4,INR,Ahmedabad,2026-06-18T21:13:13,upi,False,
TX0CF96A2342,C0224,A0224,CARD0224,D00337,M0046,,596.97,INR,Kolkata,2026-06-18T21:15:28,card,False,
TXEBA943F4C5,C0014,A0014,CARD0014,D00022,M0120,,1369.39,INR,Ahmedabad,2026-06-18T21:16:10,card,False,
TXE0D4D70F0D,C0132,A0132,CARD0132,D00197,M0150,,549.27,INR,Delhi,2026-06-18T21:19:00,wallet,False,
TX425DB12D86,C0047,A0047,CARD0047,D00067,M0016,,701.86,INR,Delhi,2026-06-18T21:21:14,upi,False,
TX47E8D85CA8,C0141,A0141,CARD0141,D00215,M0025,,587.55,INR,Delhi,2026-06-18T21:22:36,upi,False,
TX289D0F6CDC,C0086,A0086,CARD0086,D00125,M0049,,386.88,INR,Pune,2026-06-18T21:24:21,card,False,
TXBCC124682A,C0266,A0266,CARD0266,D00398,M0016,,745.89,INR,Hyderabad,2026-06-18T21:28:47,card,False,
TX028B5A2566,C0141,A0141,CARD0141,D00215,M0068,,470.42,INR,Delhi,2026-06-18T21:32:05,card,False,
TXB58CE36594,C0004,A0004,CARD0004,D00006,M0035,,381.57,INR,Mumbai,2026-06-18T21:33:24,upi,False,
TX912007E0A0,C0002,A0002,CARD0002,D00002,M0032,,170.32,INR,Delhi,2026-06-18T21:39:52,upi,False,
TXD98D9F9472,C0014,A0014,CARD0014,D00022,M0062,,637.42,INR,Ahmedabad,2026-06-18T21:40:51,wallet,False,
TXCBD4384535,C0046,A0046,CARD0046,D00066,M0141,,706.56,INR,Delhi,2026-06-18T21:43:14,upi,False,
TX507DD32B73,C0290,A0290,CARD0290,D00434,M0086,,50.0,INR,Kolkata,2026-06-18T21:44:22,card,False,
TX479F77F0AC,C0045,A0045,CARD0045,D00065,M0049,,2573.84,INR,Bangalore,2026-06-18T21:45:02,upi,False,
TXD0A4179FC1,C0194,A0194,CARD0194,D00290,M0088,,3505.09,INR,Delhi,2026-06-18T21:49:13,netbanking,False,
TXA10750E603,C0265,A0265,CARD0265,D00397,M0056,,193.21,INR,Ahmedabad,2026-06-18T21:52:30,netbanking,False,
TXCDFD5D344C,C0252,A0252,CARD0252,D00379,M0021,B0149,480.1,INR,Pune,2026-06-18T21:54:02,upi,False,
TX861A5DAFA3,C0215,A0215,CARD0215,D00323,M0135,,674.6,INR,Chennai,2026-06-18T21:54:04,upi,False,
TX02559EA027,C0184,A0184,CARD0184,D00276,M0093,B0193,6705.94,INR,Hyderabad,2026-06-18T21:54:31,card,False,
TX2CB2C76555,C0025,A0025,CARD0025,D00037,M0138,,413.7,INR,Delhi,2026-06-18T21:59:46,card,False,
TX254BDF2048,C0084,A0084,CARD0084,D00121,M0113,,627.88,INR,Ahmedabad,2026-06-18T22:00:43,card,False,
TXBBA4625607,C0214,A0214,CARD0214,D00322,M0112,,1379.48,INR,Chennai,2026-06-18T22:00:48,upi,False,
TX7E23C92E5E,C0262,A0262,CARD0262,D00393,M0032,,326.88,INR,Delhi,2026-06-18T22:01:49,upi,False,
TX56ED707993,C0224,A0224,CARD0224,D00337,M0098,,329.62,INR,Bangalore,2026-06-18T22:06:51,card,False,
TX00BF40CA1F,C0033,A0033,CARD0033,D00050,M0054,,890.09,INR,Hyderabad,2026-06-18T22:07:30,upi,False,
TX8FFE290FC3,C0094,A0094,CARD0094,D00138,M0025,,1403.83,INR,Chennai,2026-06-18T22:09:23,wallet,False,
TXDF84A2CE19,C0061,A0061,CARD0061,D00087,M0150,,221.17,INR,Delhi,2026-06-18T22:10:50,card,False,
TX44E5111359,C0160,A0160,CARD0160,D00243,M0101,,3180.13,INR,Delhi,2026-06-18T22:12:13,upi,False,
TX7D93A605E3,C0104,A0104,CARD0104,D00156,M0078,,1810.34,INR,Pune,2026-06-18T22:13:46,netbanking,False,
TX651D909B96,C0031,A0031,CARD0031,D00047,M0112,,395.8,INR,Ahmedabad,2026-06-18T22:20:48,wallet,False,
TX22F5F878C2,C0224,A0224,CARD0224,D00337,M0013,B0040,446.34,INR,Kolkata,2026-06-18T22:22:15,card,False,
TX58A34D75DC,C0136,A0136,CARD0136,D00206,M0003,,701.42,INR,Hyderabad,2026-06-18T22:23:06,upi,False,
TXD195252A20,C0257,A0257,CARD0257,D00385,M0110,B0128,2202.63,INR,Delhi,2026-06-18T22:26:30,card,False,
TX03D1D3B640,C0104,A0104,CARD0104,D00156,M0046,,2049.49,INR,Pune,2026-06-18T22:30:04,card,False,
TXE92191E640,C0126,A0126,CARD0126,D00191,M0051,,527.6,INR,Kolkata,2026-06-18T22:30:33,card,False,
TXEBB123066B,C0174,A0174,CARD0174,D00260,M0090,,679.1,INR,Bangalore,2026-06-18T22:31:49,card,False,
TX8412CD91FF,C0089,A0089,CARD0089,D00130,M0121,,1660.86,INR,Mumbai,2026-06-18T22:37:22,upi,False,
TX162B60F1CE,C0214,A0214,CARD0214,D00322,M0021,,1427.86,INR,Chennai,2026-06-18T22:43:55,card,False,
TXAC7594EB80,C0052,A0052,CARD0052,D00075,M0124,B0002,467.5,INR,Mumbai,2026-06-18T22:55:14,card,False,
TX450A81FBD3,C0277,A0277,CARD0277,D00414,M0139,,337.47,INR,Chennai,2026-06-18T22:56:16,wallet,False,
TXAD2BE1F3D5,C0154,A0154,CARD0154,D00234,M0016,,1602.52,INR,Bangalore,2026-06-18T22:59:34,upi,False,
TXC2CB0181AD,C0071,A0071,CARD0071,D00101,M0038,,218.88,INR,Mumbai,2026-06-18T23:03:42,card,False,
TX80E4A94098,C0270,A0270,CARD0270,D00404,M0084,,420.01,INR,Delhi,2026-06-18T23:05:47,card,False,
TX408ED153D8,C0029,A0029,CARD0029,D00044,M0048,B0025,626.67,INR,Chennai,2026-06-18T23:08:30,upi,False,
TXDF6947B145,C0257,A0257,CARD0257,D00385,M0043,,2716.68,INR,Delhi,2026-06-18T23:08:44,netbanking,False,
TX4E4901A9E1,C0120,A0120,CARD0120,D00181,M0146,,596.73,INR,Delhi,2026-06-18T23:09:43,wallet,False,
TXEF0AF96DC9,C0126,A0126,CARD0126,D00191,M0051,,304.52,INR,Kolkata,2026-06-18T23:11:56,upi,False,
TX30D618AAE1,C0295,A0295,CARD0295,D00441,M0012,,1711.84,INR,Hyderabad,2026-06-18T23:15:52,card,False,
TXAE9B6BE9F6,C0068,A0068,CARD0068,D00097,M0067,B0108,613.59,INR,Kolkata,2026-06-18T23:16:42,wallet,False,
TXEE6C3C9FCA,C0089,A0089,CARD0089,D00129,M0120,,2061.03,INR,Mumbai,2026-06-18T23:20:49,upi,False,
TX54D53291A1,C0142,A0142,CARD0142,D00217,M0053,,586.69,INR,Kolkata,2026-06-18T23:24:13,card,False,
TXB30490B010,C0148,A0148,CARD0148,D00226,M0024,,298.96,INR,Bangalore,2026-06-18T23:28:09,upi,False,
TX7C198A6C67,C0224,A0224,CARD0224,D00337,M0008,B0105,498.01,INR,Kolkata,2026-06-18T23:41:13,card,False,
TX13445A4E16,C0089,A0089,CARD0089,D00129,M0115,,1122.89,INR,Mumbai,2026-06-18T23:42:27,netbanking,False,
TX398D7F6003,C0126,A0126,CARD0126,D00191,M0008,,232.74,INR,Kolkata,2026-06-18T23:42:33,card,False,
TX06E0263500,C0170,A0170,CARD0170,D00255,M0115,,929.94,INR,Bangalore,2026-06-18T23:44:12,upi,False,
TXF764DBB29D,C0290,A0290,CARD0290,D00436,M0020,B0172,971.68,INR,Kolkata,2026-06-18T23:46:25,upi,False,
TX195020FEFF,C0089,A0089,CARD0089,D00129,M0120,,1958.66,INR,Mumbai,2026-06-18T23:52:43,netbanking,False,
TX31EE052DCE,C0157,A0157,CARD0157,D00239,M0080,,822.68,INR,Delhi,2026-06-18T23:56:46,card,False,
TX952CB31420,C0274,A0274,CARD0274,D00410,M0054,,626.67,INR,Hyderabad,2026-06-18T23:56:47,upi,False,
TX04E1B1E082,C0251,A0251,CARD0251,D00377,M0010,,5426.38,INR,Hyderabad,2026-06-18T23:59:45,card,False,
TX744F365F0D,C0078,A0078,CARD0078,D00112,M0037,,3020.11,INR,Pune,2026-06-19T00:24:39,card,False,
TX9AB6365A58,C0285,A0285,CARD0285,D00425,M0011,,205.96,INR,Chennai,2026-06-19T01:28:21,upi,False,
TX42BE62D273,C0172,A0172,CARD0172,D00257,M0001,,1022.94,INR,Delhi,2026-06-19T01:42:57,wallet,False,
TX652648CAF1,C0055,A0055,CARD0055,D00080,M0039,B0168,748.61,INR,Bangalore,2026-06-19T02:39:07,card,False,
TXDA3B68D977,C0205,A0205,CARD0205,D00305,M0027,,2983.7,INR,Mumbai,2026-06-19T04:40:13,upi,False,
TX72FB9C9EF7,C0287,A0287,CARD0287,D00429,M0077,,322.54,INR,Ahmedabad,2026-06-19T05:14:52,upi,False,
TX3DE1E3B152,C0172,A0172,CARD0172,D00257,M0130,,2291.53,INR,Delhi,2026-06-19T05:47:55,card,False,
TX073157D1E2,C0182,A0182,CARD0182,D00273,M0022,B0024,1007.19,INR,Pune,2026-06-19T07:03:51,upi,False,
TX01C4242A4D,C0003,A0003,CARD0003,D00003,M0010,,1694.52,INR,Mumbai,2026-06-19T07:04:19,upi,False,
TXD9CB992382,C0138,A0138,CARD0138,D00209,M0126,,1514.66,INR,Chennai,2026-06-19T07:06:50,card,False,
TXF2D48C64D7,C0081,A0081,CARD0081,D00116,M0013,,676.62,INR,Pune,2026-06-19T07:16:39,wallet,False,
TX63DCCF3951,C0072,A0072,CARD0072,D00103,M0081,,1345.26,INR,Chennai,2026-06-19T07:20:46,card,False,
TX0917A6D96F,C0015,A0015,CARD0015,D00023,M0073,,483.33,INR,Mumbai,2026-06-19T07:26:30,card,False,
TX8D04055BB7,C0195,A0195,CARD0195,D00292,M0007,,1106.91,INR,Kolkata,2026-06-19T07:52:37,card,False,
TX0CCEB9630F,C0138,A0138,CARD0138,D00210,M0125,,992.03,INR,Chennai,2026-06-19T07:59:38,upi,False,
TX0FCF191DD9,C0093,A0093,CARD0093,D00137,M0146,,2258.57,INR,Mumbai,2026-06-19T08:00:38,upi,False,
TXC00D000506,C0035,A0035,CARD0035,D00052,M0024,,356.13,INR,Ahmedabad,2026-06-19T08:03:30,card,False,
TX1971759E25,C0152,A0152,CARD0152,D00232,M0031,,956.77,INR,Chennai,2026-06-19T08:05:49,upi,False,
TX3090D69B70,C0128,A0128,CARD0128,D00193,M0067,,596.79,INR,Mumbai,2026-06-19T08:06:43,upi,False,
TX8D6A184A21,C0143,A0143,CARD0143,D00218,M0134,,199.07,INR,Delhi,2026-06-19T08:07:55,upi,False,
TX0406F7F3ED,C0050,A0050,CARD0050,D00073,M0051,,444.83,INR,Pune,2026-06-19T08:11:42,card,False,
TXC6912DDE38,C0183,A0183,CARD0183,D00274,M0047,B0070,472.28,INR,Kolkata,2026-06-19T08:18:40,upi,False,
TX9460625DE4,C0292,A0292,CARD0292,D00438,M0082,,440.46,INR,Ahmedabad,2026-06-19T08:23:36,upi,False,
TXA5F8BFA736,C0060,A0060,CARD0060,D00086,M0064,,1501.68,INR,Mumbai,2026-06-19T08:30:32,card,False,
TX894CFFE935,C0172,A0172,CARD0172,D00258,M0001,,1716.45,INR,Delhi,2026-06-19T08:37:00,card,False,
TX2CAF614F29,C0072,A0072,CARD0072,D00103,M0029,,1004.42,INR,Chennai,2026-06-19T08:40:30,wallet,False,
TX96BD21DB48,C0092,A0092,CARD0092,D00136,M0109,B0162,251.25,INR,Ahmedabad,2026-06-19T08:45:43,card,False,
TX3CA9585A9C,C0183,A0183,CARD0183,D00274,M0122,,560.52,INR,Kolkata,2026-06-19T08:55:26,upi,False,
TX6D031E229D,C0078,A0078,CARD0078,D00112,M0026,,2501.78,INR,Pune,2026-06-19T08:58:55,card,False,
TX017A680BAF,C0020,A0020,CARD0020,D00032,M0131,,244.09,INR,Chennai,2026-06-19T09:05:19,card,False,
TX142F62511F,C0182,A0182,CARD0182,D00273,M0029,,1487.09,INR,Pune,2026-06-19T09:09:34,card,False,
TX3C6F71F855,C0187,A0187,CARD0187,D00281,M0053,,266.99,INR,Chennai,2026-06-19T09:10:35,card,False,
TXA6EB0EC9D9,C0057,A0057,CARD0057,D00082,M0020,,591.09,INR,Delhi,2026-06-19T09:27:36,netbanking,False,
TXDE1957302F,C0238,A0238,CARD0238,D00356,M0037,,1374.54,INR,Hyderabad,2026-06-19T09:32:34,card,False,
TXB3777883A4,C0164,A0164,CARD0164,D00247,M0110,,438.52,INR,Bangalore,2026-06-19T09:33:27,card,False,
TXB71A3ED954,C0001,A0001,CARD0001,D00001,M0018,B0030,647.14,INR,Mumbai,2026-06-19T09:38:13,netbanking,False,
TXCCAD700127,C0187,A0187,CARD0187,D00281,M0053,,246.07,INR,Chennai,2026-06-19T09:51:23,upi,False,
TX1807D736E2,C0152,A0152,CARD0152,D00232,M0125,,900.84,INR,Chennai,2026-06-19T09:59:12,card,False,
TXF527CF3AA1,C0128,A0128,CARD0128,D00193,M0090,,623.47,INR,Mumbai,2026-06-19T10:08:37,upi,False,
TXCF76EB2832,C0288,A0288,CARD0288,D00432,M0035,,1177.54,INR,Pune,2026-06-19T10:18:20,card,False,
TXE5E38DFF97,C0279,A0279,CARD0279,D00416,M0069,B0047,2504.89,INR,Pune,2026-06-19T10:30:58,upi,False,
TX083E45E0DD,C0130,A0130,CARD0130,D00195,M0038,,330.36,INR,Ahmedabad,2026-06-19T10:32:38,netbanking,False,
TXF4D295668A,C0207,A0207,CARD0207,D00310,M0087,,2698.32,INR,Hyderabad,2026-06-19T10:43:58,upi,False,
TXCBFCC8DBA0,C0001,A0001,CARD0001,D00001,M0018,,513.54,INR,Mumbai,2026-06-19T11:00:07,upi,False,
TXFA2984E536,C0082,A0082,CARD0082,D00117,M0069,B0178,184.12,INR,Kolkata,2026-06-19T11:17:24,card,False,
TXCC61CC1369,C0095,A0095,CARD0095,D00140,M0134,,405.31,INR,Chennai,2026-06-19T11:25:15,card,False,
TX63395972BE,C0072,A0072,CARD0072,D00102,M0029,,1693.89,INR,Chennai,2026-06-19T11:30:21,card,False,
TXC922665B5C,C0152,A0152,CARD0152,D00232,M0113,,774.83,INR,Chennai,2026-06-19T11:37:08,card,False,
TXF03377088B,C0001,A0001,CARD0001,D00001,M0023,,289.22,INR,Mumbai,2026-06-19T11:53:00,card,False,
TX1C2A339E47,C0028,A0028,CARD0028,D00043,M0084,,3639.5,INR,Delhi,2026-06-19T12:09:59,upi,False,
TX17160D240E,C0069,A0069,CARD0069,D00098,M0119,,707.48,INR,Kolkata,2026-06-19T12:10:00,upi,False,
TXD936D27780,C0072,A0072,CARD0072,D00103,M0081,B0055,1057.12,INR,Chennai,2026-06-19T12:12:53,upi,False,
TX5C937C7C7C,C0071,A0071,CARD0071,D00101,M0127,,199.2,INR,Mumbai,2026-06-19T12:16:06,netbanking,False,
TXFDBF08E5DF,C0223,A0223,CARD0223,D00336,M0052,,133.52,INR,Delhi,2026-06-19T12:17:57,upi,False,
TX35BE96BA31,C0011,A0011,CARD0011,D00019,M0139,B0147,1269.28,INR,Chennai,2026-06-19T12:25:32,upi,False,
TX9EA0D75F07,C0145,A0145,CARD0145,D00220,M0010,,1932.07,INR,Mumbai,2026-06-19T12:26:25,card,False,
TX5D893FD4C8,C0102,A0102,CARD0102,D00152,M0109,,640.65,INR,Hyderabad,2026-06-19T12:29:00,upi,False,
TXF0B8DBB646,C0273,A0273,CARD0273,D00409,M0058,,1035.05,INR,Hyderabad,2026-06-19T12:36:11,upi,False,
TXE389E8DA68,C0105,A0105,CARD0105,D00157,M0032,,1306.91,INR,Hyderabad,2026-06-19T12:48:38,card,False,
TXD4406917D5,C0103,A0103,CARD0103,D00154,M0122,,586.7,INR,Hyderabad,2026-06-19T13:01:36,card,False,
TX78DAAD3740,C0019,A0019,CARD0019,D00031,M0102,,257.69,INR,Mumbai,2026-06-19T13:02:34,upi,False,
TX3FCCD1A6AA,C0011,A0011,CARD0011,D00019,M0139,B0154,949.21,INR,Chennai,2026-06-19T13:03:11,card,False,
TXD8518D76F9,C0264,A0264,CARD0264,D00396,M0050,,556.33,INR,Mumbai,2026-06-19T13:06:36,wallet,False,
TXDD0491D381,C0069,A0069,CARD0069,D00098,M0119,,336.03,INR,Kolkata,2026-06-19T13:14:52,upi,False,
TX8564241137,C0201,A0201,CARD0201,D00299,M0111,,1848.32,INR,Bangalore,2026-06-19T13:20:49,card,False,
TXE0ECA6BEA4,C0019,A0019,CARD0019,D00031,M0102,B0172,388.78,INR,Mumbai,2026-06-19T13:21:23,card,False,
TX706B2159F5,C0075,A0075,CARD0075,D00108,M0001,,626.68,INR,Hyderabad,2026-06-19T13:25:18,upi,False,
TX888E329513,C0069,A0069,CARD0069,D00098,M0119,,550.36,INR,Kolkata,2026-06-19T13:26:38,netbanking,False,
TXFF7F8D8FC7,C0019,A0019,CARD0019,D00031,M0079,,303.63,INR,Mumbai,2026-06-19T13:26:57,card,False,
TX1D7BCB6CB0,C0034,A0034,CARD0034,D00051,M0115,,673.75,INR,Kolkata,2026-06-19T13:27:44,card,False,
TX852D4848D4,C0134,A0134,CARD0134,D00202,M0075,B0160,888.75,INR,Chennai,2026-06-19T13:27:58,card,False,
TX081B3190E5,C0011,A0011,CARD0011,D00019,M0105,,1947.33,INR,Chennai,2026-06-19T13:28:18,netbanking,False,
TXAE15E015E4,C0287,A0287,CARD0287,D00430,M0025,,355.44,INR,Ahmedabad,2026-06-19T13:37:46,card,False,
TX05B18DA10F,C0102,A0102,CARD0102,D00153,M0075,,361.68,INR,Hyderabad,2026-06-19T13:41:49,card,False,
TX808C89670B,C0211,A0211,CARD0211,D00317,M0046,,6602.15,INR,Hyderabad,2026-06-19T13:51:44,card,False,
TXB234495FB3,C0227,A0227,CARD0227,D00342,M0114,,659.75,INR,Hyderabad,2026-06-19T13:58:02,upi,False,
TX5C7EAC0425,C0227,A0227,CARD0227,D00341,M0065,,2814.59,INR,Hyderabad,2026-06-19T14:01:17,upi,False,
TX075B8783EE,C0108,A0108,CARD0108,D00160,M0080,,2722.29,INR,Delhi,2026-06-19T14:08:18,upi,False,
TX696301B9E1,C0236,A0236,CARD0236,D00353,M0067,B0159,1331.23,INR,Chennai,2026-06-19T14:11:51,upi,False,
TXDFC71F6FA0,C0169,A0169,CARD0169,D00254,M0146,,1816.01,INR,Kolkata,2026-06-19T14:16:13,upi,False,
TX286314E05F,C0162,A0162,CARD0162,D00245,M0021,,677.42,INR,Pune,2026-06-19T14:16:38,upi,False,
TX5AA81CE5AA,C0113,A0113,CARD0113,D00167,M0116,,4688.71,INR,Bangalore,2026-06-19T14:29:24,upi,False,
TX34239BC546,C0201,A0201,CARD0201,D00300,M0084,,2033.53,INR,Bangalore,2026-06-19T14:29:42,upi,False,
TX7F144758F5,C0075,A0075,CARD0075,D00108,M0104,,424.99,INR,Hyderabad,2026-06-19T14:32:31,upi,False,
TX8F6A5ED1D5,C0155,A0155,CARD0155,D00237,M0032,,3069.78,INR,Chennai,2026-06-19T14:33:03,upi,False,
TX18C38ADFC9,C0213,A0213,CARD0213,D00321,M0050,B0151,382.43,INR,Ahmedabad,2026-06-19T14:39:21,card,False,
TX4A00D0D04F,C0279,A0279,CARD0279,D00416,M0111,B0149,1800.32,INR,Pune,2026-06-19T14:41:52,upi,False,
TX36D62D986E,C0036,A0036,CARD0036,D00054,M0115,,647.4,INR,Mumbai,2026-06-19T14:45:45,card,False,
TXB7126DF3C4,C0053,A0053,CARD0053,D00077,M0081,,2907.99,INR,Hyderabad,2026-06-19T14:46:41,upi,False,
TX3B684275A6,C0137,A0137,CARD0137,D00207,M0016,,794.45,INR,Pune,2026-06-19T14:52:50,upi,False,
TX4878CF3FAA,C0152,A0152,CARD0152,D00232,M0031,,969.0,INR,Chennai,2026-06-19T15:00:57,upi,False,
TXEE71BBE700,C0284,A0284,CARD0284,D00424,M0066,,1610.01,INR,Mumbai,2026-06-19T15:02:31,upi,False,
TXE776F33777,C0028,A0028,CARD0028,D00043,M0084,,3846.69,INR,Delhi,2026-06-19T15:04:22,netbanking,False,
TXD35B56A2D1,C0087,A0087,CARD0087,D00126,M0094,B0015,1886.1,INR,Pune,2026-06-19T15:04:31,upi,False,
TX5C6A91EE11,C0212,A0212,CARD0212,D00319,M0082,,5990.5,INR,Mumbai,2026-06-19T15:05:44,card,False,
TX1344DB383D,C0053,A0053,CARD0053,D00077,M0117,B0115,2891.51,INR,Mumbai,2026-06-19T15:16:53,netbanking,False,
TX0F02A465B8,C0038,A0038,CARD0038,D00056,M0081,,1800.61,INR,Kolkata,2026-06-19T15:16:53,netbanking,False,
TX5212476ABC,C0129,A0129,CARD0129,D00194,M0135,,342.1,INR,Ahmedabad,2026-06-19T15:20:33,upi,False,
TXFBD0FDFBB0,C0108,A0108,CARD0108,D00160,M0061,,1005.15,INR,Delhi,2026-06-19T15:22:25,card,False,
TXEFB5B92012,C0116,A0116,CARD0116,D00173,M0051,,475.96,INR,Bangalore,2026-06-19T15:27:40,card,False,
TX25BF9FE91C,C0134,A0134,CARD0134,D00202,M0081,,1052.36,INR,Chennai,2026-06-19T15:38:07,upi,False,
TX4B50FAA083,C0273,A0273,CARD0273,D00409,M0058,,1618.45,INR,Kolkata,2026-06-19T15:39:43,card,False,
TX6802D1AF05,C0185,A0185,CARD0185,D00278,M0064,,678.07,INR,Delhi,2026-06-19T15:50:28,wallet,False,
TX57AEB6E671,C0104,A0104,CARD0104,D00156,M0140,,1325.88,INR,Pune,2026-06-19T16:35:28,card,False,
TX68B3F11E96,C0223,A0223,CARD0223,D00336,M0102,,261.36,INR,Delhi,2026-06-19T16:41:55,upi,False,
TX8390F0ACC9,C0156,A0156,CARD0156,D00238,M0129,,386.28,INR,Delhi,2026-06-19T16:56:26,upi,False,
TX5F5F528F4A,C0060,A0060,CARD0060,D00086,M0018,,727.17,INR,Mumbai,2026-06-19T18:31:46,upi,False,
TXACE5C46F6C,C0032,A0032,CARD0032,D00048,M0053,,535.23,INR,Delhi,2026-06-19T18:34:10,card,False,
TXA52811E4BE,C0123,A0123,CARD0123,D00186,M0081,,3129.56,INR,Bangalore,2026-06-19T18:42:14,card,False,
TXDAE5513019,C0254,A0254,CARD0254,D00381,M0075,,313.76,INR,Pune,2026-06-19T18:43:12,upi,False,
TX12F7226D53,C0112,A0112,CARD0112,D00166,M0028,,1145.78,INR,Bangalore,2026-06-19T18:43:51,netbanking,False,
TXE718D58DE4,C0124,A0124,CARD0124,D00188,M0063,,632.83,INR,Bangalore,2026-06-19T18:48:14,card,False,
TXD48BEBA448,C0145,A0145,CARD0145,D00220,M0058,,1268.71,INR,Mumbai,2026-06-19T19:01:45,wallet,False,
TXCA4817B871,C0161,A0161,CARD0161,D00244,M0107,,2245.84,INR,Ahmedabad,2026-06-19T19:07:16,upi,False,
TX4FFEC627E4,C0010,A0010,CARD0010,D00017,M0102,,267.15,INR,Hyderabad,2026-06-19T19:13:44,card,False,
TX3D34657D0D,C0146,A0146,CARD0146,D00223,M0143,,679.31,INR,Hyderabad,2026-06-19T19:20:42,card,False,
TX2A703604DD,C0003,A0003,CARD0003,D00003,M0109,B0056,3027.95,INR,Mumbai,2026-06-19T19:33:27,netbanking,False,
TXA15AADF79E,C0162,A0162,CARD0162,D00245,M0021,,547.89,INR,Pune,2026-06-19T19:51:12,card,False,
TXBA39D0C391,C0155,A0155,CARD0155,D00235,M0147,,1549.89,INR,Chennai,2026-06-19T19:56:59,card,False,
TX7EB8801774,C0281,A0281,CARD0281,D00419,M0017,,354.92,INR,Bangalore,2026-06-19T20:12:18,upi,False,
TX7260E1701B,C0037,A0037,CARD0037,D00055,M0033,,510.43,INR,Kolkata,2026-06-19T20:35:44,netbanking,False,
TX59BB6ED51D,C0155,A0155,CARD0155,D00237,M0064,,2885.58,INR,Chennai,2026-06-19T20:36:55,wallet,False,
TX6045E1DE6F,C0182,A0182,CARD0182,D00273,M0029,,1317.4,INR,Pune,2026-06-19T20:41:08,upi,False,
TX94C7124D34,C0077,A0077,CARD0077,D00111,M0141,,580.17,INR,Mumbai,2026-06-19T20:46:21,wallet,False,
TX4DFABD4E6D,C0032,A0032,CARD0032,D00048,M0064,,953.59,INR,Delhi,2026-06-19T20:46:24,netbanking,False,
TX1A0F271416,C0155,A0155,CARD0155,D00236,M0030,,3438.72,INR,Chennai,2026-06-19T20:46:47,upi,False,
TXC481851B6A,C0244,A0244,CARD0244,D00367,M0037,,442.21,INR,Hyderabad,2026-06-19T20:49:43,upi,False,
TX174959E3D0,C0048,A0048,CARD0048,D00070,M0135,,262.55,INR,Bangalore,2026-06-19T20:56:39,card,False,
TX0552E7882A,C0047,A0047,CARD0047,D00067,M0125,,436.62,INR,Delhi,2026-06-19T21:02:48,card,False,
TX5C22A5C06A,C0009,A0009,CARD0009,D00015,M0007,,1392.47,INR,Kolkata,2026-06-19T21:06:51,upi,False,
TXE2BE3FACF6,C0029,A0029,CARD0029,D00044,M0005,,295.95,INR,Chennai,2026-06-19T21:07:17,wallet,False,
TX9447AFF48F,C0163,A0163,CARD0163,D00246,M0053,,794.87,INR,Mumbai,2026-06-19T21:14:06,card,False,
TXC5C3AADF0C,C0014,A0014,CARD0014,D00022,M0087,,1880.97,INR,Ahmedabad,2026-06-19T21:25:39,card,False,
TXC55E7082D0,C0126,A0126,CARD0126,D00190,M0019,,262.23,INR,Kolkata,2026-06-19T21:26:20,card,False,
TX849818BB85,C0154,A0154,CARD0154,D00234,M0098,B0165,1348.63,INR,Bangalore,2026-06-19T21:26:35,netbanking,False,
TXA503CC6D92,C0207,A0207,CARD0207,D00311,M0072,,831.8,INR,Hyderabad,2026-06-19T21:29:12,upi,False,
TXCF5DC6C25E,C0125,A0125,CARD0125,D00189,M0133,,6644.9,INR,Bangalore,2026-06-19T21:30:24,netbanking,False,
TX3596B83A62,C0124,A0124,CARD0124,D00187,M0115,,316.12,INR,Bangalore,2026-06-19T21:34:11,upi,False,
TX5861298D69,C0251,A0251,CARD0251,D00377,M0108,,7857.21,INR,Hyderabad,2026-06-19T21:34:42,netbanking,False,
TX0EF057522A,C0257,A0257,CARD0257,D00385,M0063,,1241.79,INR,Delhi,2026-06-19T21:43:39,card,False,
TXFBF53055BE,C0045,A0045,CARD0045,D00065,M0139,B0056,2444.83,INR,Bangalore,2026-06-19T21:47:51,wallet,False,
TX9FFB8EEA86,C0134,A0134,CARD0134,D00201,M0075,B0174,951.18,INR,Chennai,2026-06-19T21:53:40,card,False,
TX85FADB83AD,C0155,A0155,CARD0155,D00237,M0064,,3163.72,INR,Chennai,2026-06-19T21:59:34,card,False,
TX66CABEBE94,C0214,A0214,CARD0214,D00322,M0113,,50.0,INR,Chennai,2026-06-19T22:01:17,netbanking,False,
